name,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone
"Young, Mr. Henry",0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
"Kelly, Mrs. Bridget",1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False
"Roberts, Mrs. Catherine",1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False
"Davies, Miss. Florence",0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
"Young, Miss. Mary",0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
"Thompson, Mr. Edward",1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False
"Clark, Mr. Thomas",0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False
"Clark, Mr. Walter",0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True
"Davis, Miss. Anna",1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
"Nelson, Mr. Edward",1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True
"Carter, Mr. Frank",0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False
"McCarthy, Master. Arthur",1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False
"Carter, Mr. James",1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False
"Clark, Mr. James",0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
"Allen, Mr. Charles",0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True
"Harris, Mr. Henry",1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True
"Evans, Miss. Alice",1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True
"White, Mr. Harold",0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True
"Nelson, Miss. Ruth",1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False
"Allen, Mr. Samuel",0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True
"Gordon, Mrs. Alice",1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False
"Andrews, Miss. Margaret",1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False
"Harris, Mr. Harold",0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
"Thompson, Mr. Thomas",0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Jones, Mr. James",0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
"Wilson, Mr. Joseph",0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Walsh, Miss. Anna",0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True
"Bird, Mr. John",0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False
"Stewart, Mr. Thomas",0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Stewart, Mrs. Margaret",0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False
"Davis, Mr. Frank",0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
"Allen, Mr. Patrick",1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True
"Taylor, Mr. Walter",1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True
"Gordon, Miss. Anna",1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False
"Thompson, Mr. Arthur",1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True
"Smith, Miss. Emily",1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True
"Jones, Mr. James",0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Thompson, Mr. Patrick",0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True
"Roberts, Miss. Catherine",1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
"Andrews, Miss. Anna",1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False
"Lewis, Miss. Catherine",0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False
"Clark, Mr. John",1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
"Smith, Mrs. Elizabeth",1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False
"Clark, Mrs. Hannah",1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False
"Thompson, Mr. Frank",0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
"Thompson, Mr. William",0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True
"Brown, Mr. Arthur",0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True
"O'Brien, Mrs. Catherine",1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False
"Phillips, Mr. William",0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True
"Quinn, Mr. Patrick",1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False
"Young, Mr. Harold",0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Smith, Mr. Arthur",0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Harris, Mr. Edward",0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
"Wilson, Miss. Bertha",1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False
"Walsh, Mr. Frank",0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
"Davis, Mrs. Bridget",0,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False
"Nelson, Mr. William",0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
"Jones, Mr. Robert",0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False
"Wilson, Miss. Hannah",1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True
"Smith, Mr. William",0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True
"Nelson, Mr. Patrick",0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
"Phillips, Mr. George",1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False
"Bird, Mrs. Sarah",1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False
"Gordon, Mr. Frank",0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Gordon, Mr. Thomas",0,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True
"Wilson, Mr. Patrick",0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Kelly, Mr. Thomas",1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True
"Harris, Mr. George",0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False
"Carter, Mr. Frank",0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Davies, Mr. Edward",1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True
"Lewis, Mrs. Helen",1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False
"Allen, Miss. Hannah",1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True
"Stewart, Mrs. Margaret",0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False
"Martin, Mr. George",0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True
"Carter, Miss. Edith",1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False
"Allen, Mr. Harold",0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
"Lewis, Mr. Joseph",0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Quinn, Mrs. Bridget",1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False
"White, Mr. Joseph",0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False
"Martin, Miss. Bridget",0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False
"Davis, Miss. Florence",1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False
"Davis, Mr. Frank",0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
"Andrews, Mr. Joseph",0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False
"Andrews, Mr. Frank",1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False
"Young, Mr. Robert",1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False
"Walsh, Mr. Harold",0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
"Davis, Mr. Robert",0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True
"Roberts, Mr. Walter",0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True
"Phillips, Mr. Samuel",0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True
"Stewart, Miss. Catherine",1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True
"Jones, Mr. Thomas",0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Taylor, Mr. Walter",0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True
"McCarthy, Mr. Charles",1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True
"Thompson, Mr. Charles",0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True
"Harris, Mr. Harold",1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True
"McCarthy, Mr. Walter",0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True
"Smith, Miss. Helen",0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False
"McCarthy, Miss. Bertha",1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
"Davis, Mr. John",0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
"Andrews, Mr. Samuel",0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False
"Kelly, Mrs. Alice",0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False
"Davis, Mr. Frank",0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False
"Phillips, Mr. Walter",0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
"Wilson, Miss. Sarah",1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True
"Evans, Miss. Emily",0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False
"Kelly, Mr. Harold",1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
"Lewis, Miss. Helen",1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False
"Taylor, Mr. William",1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False
"Roberts, Mr. William",0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Jones, Mr. Charles",1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True
"Walsh, Mr. William",0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True
"Martin, Miss. Florence",1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True
"Davis, Mr. Harold",0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Roberts, Mrs. Bertha",1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False
"Fitzgerald, Mr. Walter",0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True
"Allen, Miss. Catherine",1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True
"McCarthy, Miss. Mary",0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True
"Evans, Mr. Edward",0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
"Jones, Mr. Henry",0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Harris, Mrs. Elizabeth",0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False
"Davies, Mr. Walter",0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Evans, Mr. Frank",0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False
"Taylor, Mr. Arthur",1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False
"Davis, Mr. William",0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
"Harris, Mr. Samuel",0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True
"Martin, Mr. Henry",0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True
"Gordon, Mr. Harold",1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False
"Gordon, Mr. Harold",0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False
"Kelly, Mr. James",0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Taylor, Mr. Patrick",0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True
"Andrews, Mr. Joseph",0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Wilson, Miss. Edith",1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False
"Quinn, Mrs. Edith",1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False
"Roberts, Mr. William",0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False
"Young, Mr. William",0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
"Thompson, Mr. Robert",1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True
"Clark, Mr. Harold",0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
"Gordon, Mr. John",0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
"Stewart, Mr. Charles",0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Smith, Miss. Bertha",1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True
"Phillips, Mrs. Emily",0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False
"Taylor, Mr. James",1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False
"Kelly, Miss. Emily",0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True
"Taylor, Mr. Harold",1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True
"Carter, Mr. Patrick",0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True
"Taylor, Master. William",0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False
"Wilson, Mr. Samuel",0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False
"Phillips, Mr. John",0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False
"Harris, Master. Samuel",0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False
"Stewart, Mr. Harold",0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True
"Phillips, Mr. George",0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
"McCarthy, Miss. Elizabeth",1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False
"Jones, Mr. Henry",1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False
"Fitzgerald, Miss. Catherine",1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False
"Smith, Mr. Frank",1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
"Quinn, Mr. John",0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
"Lewis, Mr. John",0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True
"Quinn, Mr. Samuel",0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
"Evans, Mr. James",0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Allen, Miss. Elizabeth",1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True
"Harris, Mr. Thomas",0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False
"Thompson, Mr. Henry",0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
"Young, Miss. Sarah",1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False
"Davies, Mr. Charles",1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
"Young, Mrs. Elizabeth",0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False
"Smith, Mr. Thomas",0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True
"Nelson, Mr. Thomas",0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False
"Phillips, Mr. Samuel",0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
"Brown, Miss. Edith",1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True
"Wilson, Mr. Robert",1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
"Fitzgerald, Miss. Alice",1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True
"Young, Mr. Patrick",1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False
"Davies, Miss. Anna",1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True
"White, Mr. William",0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True
"Lewis, Mr. Frank",1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False
"Lewis, Mr. Arthur",0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True
"Thompson, Mr. John",0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Walsh, Mr. Harold",0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
"Walsh, Miss. Sarah",1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True
"Andrews, Miss. Margaret",1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
"Allen, Mr. Patrick",0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True
"Taylor, Mr. Harold",0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
"Nelson, Miss. Alice",1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False
"Thompson, Mr. William",0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False
"Fitzgerald, Mr. John",0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Nelson, Mr. William",0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Davies, Mr. John",1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False
"Gordon, Mr. George",0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
"White, Miss. Hannah",1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False
"White, Miss. Alice",1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True
"Carter, Mr. Samuel",0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False
"Clark, Miss. Catherine",0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False
"Bird, Miss. Mary",1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True
"Thompson, Master. Samuel",0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True
"Davis, Mr. Robert",0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
"Clark, Mr. Samuel",0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Clark, Mr. Harold",0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Stewart, Mr. John",0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True
"Phillips, Mrs. Helen",0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False
"Gordon, Mr. Charles",1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True
"Evans, Mr. Harold",0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Phillips, Mr. Thomas",0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Clark, Mr. James",1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True
"Fitzgerald, Mr. Thomas",0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False
"White, Mrs. Alice",1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False
"Walsh, Mr. Thomas",0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False
"Taylor, Mr. Charles",1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
"Young, Mr. Robert",0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False
"Kelly, Mr. Henry",0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False
"Davis, Miss. Alice",1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
"Brown, Mr. William",0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False
"Roberts, Mr. Edward",0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
"Bird, Miss. Florence",1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False
"Clark, Master. Frank",1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False
"Jones, Mr. Arthur",0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
"Kelly, Mr. Samuel",0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Carter, Mrs. Ruth",1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False
"Stewart, Master. Edward",1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False
"Brown, Mr. Charles",0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
"Allen, Mr. Joseph",0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True
"Taylor, Mr. William",0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
"Fitzgerald, Miss. Hannah",1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
"Thompson, Mr. Walter",0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
"Clark, Mr. Frank",0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
"Walsh, Mr. Thomas",1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True
"Harris, Mrs. Bridget",1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False
"Allen, Mr. Charles",0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
"Clark, Miss. Bertha",1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False
"Phillips, Mr. Thomas",0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True
"Davis, Miss. Margaret",0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True
"Clark, Mr. Charles",0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False
"Davis, Mr. Robert",0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True
"McCarthy, Mr. Samuel",0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
"Bird, Mr. Samuel",0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True
"Allen, Miss. Catherine",0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True
"Thompson, Mr. Joseph",0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
"Martin, Mrs. Florence",1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False
"Smith, Mr. Edward",0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True
"Thompson, Mr. Edward",0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True
"Evans, Miss. Sarah",1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True
"Nelson, Mr. Henry",0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True
"Quinn, Mrs. Edith",1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False
"Taylor, Miss. Edith",1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True
"Stewart, Miss. Catherine",1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False
"Harris, Mr. John",0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True
"Gordon, Mr. James",0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False
"Taylor, Mr. Robert",0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
"McCarthy, Mr. Walter",0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
"Young, Miss. Bertha",1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True
"Lewis, Master. Walter",0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False
"Quinn, Master. Frank",1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False
"Roberts, Mr. Harold",0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True
"O'Brien, Mr. John",0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
"Carter, Mr. Patrick",0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
"Clark, Mrs. Elizabeth",0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False
"Clark, Mr. Joseph",0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True
"Roberts, Mr. Walter",0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
"Bird, Mr. Patrick",0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Davies, Miss. Catherine",1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True
"Phillips, Miss. Ruth",1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True
"Bird, Mr. Thomas",0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
"Taylor, Mrs. Ruth",0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False
"Nelson, Mr. Samuel",0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
"Quinn, Mrs. Ruth",1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False
"Smith, Master. William",1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
"Allen, Master. Arthur",1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False
"Brown, Mr. John",1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True
"Fitzgerald, Mr. Charles",0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
"Walsh, Mr. Robert",0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True
"Kelly, Miss. Margaret",0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True
